FACLID21,JURDID,STATE,COUNTY,FACLNAME,STRATUM,WEIGHT,CONFPOP,V19,NCONPOP,V21,TOTPOP,V23,NONCIT,V25,QWKNDR,WEEKNDR,V28,ADMALE,V30,ADFEML,V32,JUVMALE,V34,JUVFEML,V36,TOTGEND,V38,JUVADS,V40,CONVMALE,V42,CONVFML,V44,UNCONVML,V46,UNCONVFM,V48,TOTADCNV,V50,WHITE,V52,BLACK,V54,HISP,V56,AMINDALK,V58,ASIAN,V60,HAWPAC,V62,TWORACE,TWORACEF,RACESPEC,OTRACE,V65,RACEDK,RACEDKF,TOTRACE,V67,MARSHAL,V69,FBOP,V69F,ICE,V69I,BIA,V69B,OTRSPEC,OTRAUTH,V69OF,YOURST,V71,OTRST,V73,LOCSTATE,V75,LOCOTRST,V77,TOTAUTH,V79,ADMITS,V82,DSCGH,V85,PEAKDATE,DAYINMT,V87,ADP,V89,RATCAP,V91,ELECMON,V93,HOMDTN,V95,COMMSVC,V97,DAYRPTG,V99,PRETSUP,V101,WKPROG,V103,DRUGPROG,V105,PROGSPEC,OTRPROG,V108,TOTNONCF,V110,ADMLNCNF,V112,ADFMNCNF,V114,JVMLNCNF,V116,JVFMNCNF,V118,NCNFGNDR,V120,CONVNCNF,V122,UNCNVNCF,V124,TOTCNVST,V126,NCONPOP2
1.71003E+20,171003003,17,ATCHISON COUNTY,ATCHISON COUNTY JAIL,9,5.5377,73,0,0,0,73,0,0,1,2,0,0,66,0,7,0,0,0,0,0,73,0,0,0,28,1,6,1,38,1,1,1,73,0,58,1,12,1,3,1,0,1,0,1,0,1,0,1, ,0,1,0,1,73,0,3,0,0,0,0,0,0,0, ,0,0,2,0,0,0,31,0,0,0,36,0,0,9,0,9,0,0,9,68,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.1029E+19,11029029,1,FAYETTE COUNTY,FAYETTE COUNTY JAIL,9,5.5377,74,0,0,0,74,0,0,0,2,0,0,58,0,14,0,2,0,0,0,74,0,2,0,24,0,6,0,36,0,8,0,74,0,54,0,20,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,74,0,0,0,0,0,0,0,0,0, ,0,0,20,0,0,0,6,0,0,0,26,0,20,0,22,0,9,80,0,68,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.01033E+20,101033033,10,JEFFERSON COUNTY,JEFFERSON COUNTY JAIL,9,5.5377,74,0,0,0,74,0,3,0,2,0,0,69,0,5,0,0,0,0,0,74,0,0,0,0,0,0,0,69,0,5,0,74,0,24,0,47,0,3,0,0,0,0,0,0,0,0,0, ,0,0,0,0,74,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,14,0,13,0,29,74,0,70,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.31022E+20,231022022,23,DICKINSON COUNTY,DICKINSON COUNTY JAIL,4,7.5625,74,0,15,1,89,1,0,0,1,1,0,60,0,14,0,0,0,0,0,74,0,0,0,26,0,11,0,34,0,3,0,74,0,70,0,2,0,0,0,2,0,0,0,0,0,0,0, ,0,0,0,0,74,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,31,0,36,0,10,85,0,71,0,71,0,0,9,0,0,15,1,0,0,0,0,0,1,0,1, ,0,0,15,1,11,1,4,1,0,0,0,0,15,1,15,1,0,1,15,1,15
1.51063E+20,151063063,15,PIKE COUNTY,PIKE COUNTY LAW ENFORCEMENT CENTER,9,5.5377,75,1,0,1,75,1,0,0,1,2,1,67,1,8,1,0,0,0,0,75,1,0,0,46,1,0,0,21,1,8,1,75,1,74,0,1,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,75,0,0,0,0,0,0,0,0,0, ,0,0,42,1,0,0,0,0,0,0,42,1,10,1,10,1,30,80,1,68,1,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.41056E+20,241056056,24,OTTER TAIL COUNTY,OTTER TAIL COUNTY DETENTION CENTER,9,5.5377,75,1,0,0,75,1,0,9,2,0,0,62,1,13,1,0,0,0,0,75,1,0,0,1,1,6,1,61,1,7,1,75,0,0,9,0,9,0,9,0,9,0,9,0,9,0,9, ,0,9,75,1,75,1,0,9,0,9,0,9,0,9, ,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,0,9,75,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.6107E+20,261070070,26,MONTGOMERY COUNTY,MONTGOMERY COUNTY JAIL,9,5.5377,75,0,0,0,75,0,35,0,1,3,1,65,0,9,0,0,0,1,0,75,0,1,0,0,0,0,0,65,0,10,0,75,0,32,0,6,0,35,0,0,0,1,0,0,0,0,0, ,0,0,1,0,75,0,0,0,0,0,35,0,0,0, ,0,0,0,0,0,0,19,0,0,0,54,0,42,1,36,1,22,82,0,65,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.41163E+20,441163163,44,MEDINA COUNTY,MEDINA COUNTY JAIL,9,5.5377,75,0,0,0,75,0,1,0,1,3,0,63,0,10,0,1,0,1,0,75,0,2,0,24,0,1,0,40,0,10,0,75,0,17,0,0,0,58,0,0,0,0,0,0,0,0,0, ,0,0,0,0,75,0,0,0,0,0,1,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1,0,37,0,45,0,13,105,0,89,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.51043E+20,251043043,25,LINCOLN COUNTY,LINCOLN COUNTY JAIL,8,2.7519,76,1,0,0,76,1,2,0,1,12,1,72,1,4,1,0,0,0,0,76,1,0,1,29,1,2,1,43,1,2,1,76,1,9,1,65,1,2,1,0,0,0,0,0,0,0,0, ,0,0,0,0,76,1,0,0,0,0,2,1,0,0, ,0,0,31,1,0,0,0,0,0,0,33,1,16,1,4,1,22,82,1,72,1,122,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.7107E+20,371070070,37,TEXAS COUNTY,TEXAS COUNTY JAIL,9,5.5377,76,0,0,0,76,0,0,9,2,0,0,66,0,10,0,0,0,0,0,76,0,0,0,34,1,7,0,32,0,3,0,76,0,29,1,3,1,44,1,0,0,0,0,0,0,0,0, ,0,0,0,0,76,0,0,0,0,0,0,9,0,0, ,0,0,28,0,0,0,1,0,0,0,29,0,0,9,0,9,17,80,1,76,1,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.11013E+20,411013013,41,CHESTERFIELD COUNTY,CHESTERFIELD COUNTY,8,2.7519,76,0,0,0,76,0,0,9,2,0,0,69,0,7,0,0,0,0,0,76,0,0,0,3,0,4,0,66,0,3,0,76,0,20,0,50,0,5,0,0,0,1,0,0,0,0,0, ,0,0,0,0,76,0,21,0,0,0,0,0,0,0, ,0,0,3,0,0,0,0,0,0,0,24,0,67,0,63,0,1,94,0,75,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.11014E+20,111014014,11,BROOKS COUNTY,BROOKS COUNTY JAIL,9,5.5377,77,0,0,0,77,0,0,0,1,2,0,61,0,16,0,0,0,0,0,77,0,0,0,5,1,0,0,56,1,16,0,77,0,10,1,65,1,2,0,0,0,0,0,0,0,0,0, ,0,0,0,0,77,0,1,0,0,0,0,0,0,0, ,0,0,0,0,0,0,10,1,0,0,11,0,10,1,5,1,20,80,1,60,1,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.31037E+20,331037034,33,ORLEANS COUNTY,ORLEANS COUNTY JAIL,4,7.5625,77,0,0,0,77,0,0,9,1,5,0,56,0,19,0,2,0,0,0,77,0,0,9,16,0,4,0,42,0,15,0,77,0,46,1,23,1,8,1,0,1,0,1,0,1,0,1, ,0,1,0,1,77,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,23,0,18,0,24,85,0,78,1,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.61036E+20,361036036,36,HIGHLAND COUNTY,HIGHLAND COUNTY JAIL,9,5.5377,77,0,0,0,77,0,1,0,2,0,0,63,0,14,0,0,0,0,0,77,0,0,0,30,0,7,0,33,0,7,0,77,0,72,0,4,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,77,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,3,0,0,0,3,0,67,0,58,0,24,78,0,73,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.7102E+20,471020020,47,CHARLOTTE COUNTY,CHARLOTTE COUNTY JAIL,9,5.5377,77,0,0,0,77,0,1,0,1,4,0,73,0,3,0,1,0,0,0,77,0,1,0,62,0,2,0,12,0,1,0,77,0,29,0,44,0,3,0,0,0,1,0,0,0,0,0, ,0,0,0,0,77,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,15,0,0,0,15,0,10,0,10,0,30,79,0,81,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.6109E+20,161090090,16,WAPELLO COUNTY,WAPELLO COUNTY JAIL,9,5.5377,78,0,0,0,78,0,5,1,2,0,0,72,0,6,0,0,0,0,0,78,0,0,8,8,1,0,1,64,1,6,1,78,0,68,1,5,1,5,1,0,0,0,0,0,0,0,0, ,0,0,0,0,78,0,0,0,0,0,4,1,0,0, ,0,0,0,0,0,0,10,1,0,0,14,1,56,0,64,0,11,80,0,77,1,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.41239E+20,441239239,44,WASHINGTON COUNTY,WASHINGTON COUNTY JAIL,4,7.5625,78,0,0,0,78,0,0,9,1,9,0,70,0,8,0,0,0,0,0,78,0,0,0,25,0,3,0,45,0,5,0,78,0,21,0,43,0,14,0,0,0,0,0,0,0,0,0, ,0,0,0,0,78,0,0,0,0,0,0,0,0,0, ,0,0,8,0,0,0,0,0,0,0,8,0,17,0,69,0,16,107,0,90,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.61014E+20,261014014,26,CALLAWAY COUNTY,CALLAWAY COUNTY JAIL,9,5.5377,79,1,0,0,79,1,0,0,1,5,1,72,0,7,0,0,0,0,0,79,9,0,0,22,1,0,1,50,1,7,1,79,1,52,1,25,1,2,1,0,1,0,1,0,1,0,1, ,0,1,0,1,79,0,14,1,0,1,0,1,0,1, ,0,1,0,1,0,1,2,1,0,1,16,1,50,1,46,1,0,0,9,64,1,104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.71001E+20,371001001,37,ADAIR COUNTY,ADAIR COUNTY JAIL,9,5.5377,79,0,0,0,79,0,0,0,2,0,0,74,0,5,0,0,0,0,0,79,0,0,0,34,0,0,0,40,0,5,0,79,0,39,0,11,0,5,0,24,0,0,0,0,0,0,0, ,0,0,0,0,79,0,0,0,0,0,0,0,0,0, ,0,0,34,0,0,0,0,0,0,0,34,0,15,0,15,0,5,92,0,80,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.11111E+20,111111111,11,PEACH COUNTY,PEACH COUNTY LAW ENFORCEMENT CENTER,9,5.5377,80,0,0,0,80,0,0,9,2,0,0,74,0,6,0,0,0,0,0,80,0,0,0,18,0,3,0,56,0,3,0,80,0,16,0,62,0,2,0,0,0,0,0,0,0,0,0, ,0,0,0,0,80,0,0,0,0,0,0,0,0,0, ,0,0,6,0,2,0,1,0,0,0,9,0,29,0,29,0,28,82,0,80,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.61028E+20,261028028,26,CRAWFORD COUNTY,CRAWFORD COUNTY JAIL,4,7.5625,81,0,0,0,81,0,3,0,1,6,0,78,0,3,0,0,0,0,0,81,0,0,0,0,1,0,1,78,1,3,1,81,0,62,0,13,0,5,0,0,0,1,0,0,0,0,9, ,0,0,0,0,81,0,26,0,1,0,0,0,0,0, ,0,0,52,0,2,0,0,8,0,8,81,0,48,0,51,0,2,101,0,82,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.101E+19,11010010,1,CHEROKEE COUNTY,CHEROKEE COUNTY DETENTION CENTER,8,2.7519,82,0,0,0,82,0,3,0,2,0,0,73,0,9,0,0,0,0,0,82,0,0,0,10,1,2,1,63,1,7,1,82,0,67,0,5,0,10,0,0,0,0,0,0,0,0,0, ,0,0,0,0,82,0,0,0,0,0,3,0,0,0, ,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,9,0,0,9,85,1,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.411E+20,141100100,14,WILLIAMSON COUNTY,WILLIAMSON COUNTY JAIL,4,7.5625,83,0,0,0,83,0,0,0,1,3,0,73,0,10,0,0,0,0,0,83,0,0,0,12,0,1,0,61,0,9,0,83,0,63,0,15,0,4,0,0,0,1,0,0,0,0,0, ,0,0,0,0,83,0,8,0,0,0,0,0,0,0, ,0,0,0,0,1,1,0,0,0,0,9,0,51,0,48,0,1,111,0,90,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.51028E+20,151028028,15,GREENE COUNTY,GREENE COUNTY JAIL,9,5.5377,83,0,0,0,83,0,2,0,1,0,0,68,0,15,0,0,0,0,0,83,0,0,0,27,0,4,0,41,0,11,0,83,0,80,0,0,0,3,0,0,0,0,0,0,0,0,0, ,0,0,0,0,83,0,0,0,0,0,2,0,0,0, ,0,0,7,0,0,0,0,0,1,0,10,0,26,0,17,0,30,84,0,55,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.41003E+20,241003003,24,BECKER COUNTY,BECKER COUNTY JAIL,9,5.5377,83,0,45,0,128,0,0,0,2,0,0,74,0,9,0,0,0,0,0,83,0,0,0,33,0,4,0,41,0,5,0,83,0,39,0,2,0,1,0,41,0,0,0,0,0,0,0, ,0,0,0,0,83,0,0,0,0,0,0,0,0,0,ICWC,6,0,5,0,0,0,0,0,0,0,11,0,22,0,71,0,3,93,0,77,0,85,0,21,0,4,0,5,0,0,0,11,0,0,0,4,0, ,0,0,45,0,39,0,6,0,0,0,0,0,45,0,20,0,25,0,45,0,45
2.41031E+20,241031031,24,ITASCA COUNTY,ITASCA COUNTY JAIL,9,5.5377,83,0,0,0,83,0,0,0,2,0,0,76,0,7,0,0,0,0,0,83,0,0,0,40,0,3,0,36,0,4,0,83,0,61,0,3,0,0,0,19,0,0,0,0,0,0,0, ,0,0,0,0,83,0,0,0,0,0,0,0,0,0, ,0,0,4,0,0,0,0,0,0,0,4,0,42,0,44,0,4,98,0,99,1,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.71003E+20,471003003,47,ALLEGHENY COUNTY,ALLEGHENY REGIONAL JAIL,12,1,83,0,0,0,83,0,0,0,1,2,0,69,0,14,0,0,0,0,0,83,0,0,0,39,0,9,0,30,0,5,0,83,0,65,0,18,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,83,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,11,0,0,0,11,0,20,0,21,0,16,89,0,70,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.31037E+20,431037037,43,HAWKINS COUNTY,HAWKINS COUNTY JAIL,9,5.5377,84,0,0,0,84,0,3,0,2,0,0,68,0,16,0,0,0,0,0,84,0,0,0,36,0,7,0,32,1,9,1,84,0,73,0,8,0,3,0,0,0,0,0,0,0,0,0, ,0,0,0,0,84,0,0,0,0,0,0,0,0,0, ,0,0,13,0,0,0,0,0,0,0,13,0,53,0,67,0,22,100,0,84,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.11017E+20,511017017,51,SHERIDAN COUNTY,SHERIDAN COUNTY JAIL,8,2.7519,84,0,25,0,109,0,0,0,1,6,0,72,0,12,0,0,0,0,0,84,0,0,8,37,0,9,0,35,1,3,1,84,0,56,1,0,1,14,1,14,1,0,1,0,1,0,1, ,0,1,0,1,84,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,10,114,0,96,0,126,0,0,0,0,0,0,0,0,0,0,0,10,0,4,0,Unknown,11,0,25,0,21,1,4,0,0,0,0,0,25,0,18,1,7,1,25,0,25
1.01024E+20,101024024,10,HAMILTON COUNTY,HAMILTON COUNTY JAIL,9,5.5377,85,0,0,0,85,0,0,0,1,2,0,77,0,8,0,0,0,0,0,85,0,0,0,68,0,4,0,9,0,4,0,85,0,16,0,63,0,6,0,0,0,0,0,0,0,0,0, ,0,0,0,0,85,0,0,0,0,0,1,0,0,0, ,0,0,0,0,0,0,6,0,1,0,8,0,22,0,17,0,18,95,0,92,1,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.41071E+20,141071071,14,OGLE COUNTY,OGLE COUNTY JAIL,8,2.7519,85,0,2,0,87,0,0,9,2,0,0,79,0,6,0,0,0,0,0,85,0,0,0,13,0,1,0,66,0,5,0,85,0,38,0,37,0,9,0,1,0,0,0,0,0,0,0, ,0,0,0,0,85,0,46,0,2,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,48,0,62,0,47,0,19,96,0,94,0,110,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0, ,0,0,2,0,0,9,0,9,0,1,0,1,2,0,1,0,1,0,2,0,2
1.41097E+20,141097097,14,WHITE COUNTY/CITY,WHITE COUNTY CITY/COUNTY JAIL,12,1,86,1,0,1,86,1,0,1,1,3,1,75,1,11,1,0,1,0,1,86,1,0,1,15,1,5,1,60,1,6,1,86,1,70,1,16,1,0,1,0,1,0,1,0,1,0,1, ,0,1,0,1,86,1,44,1,0,1,0,1,0,1, ,0,1,0,1,0,1,0,1,0,1,44,1,15,1,3,1,18,92,1,88,1,74,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
5.1014E+19,51014014,5,INYO COUNTY,INYO COUNTY JAIL,9,5.5377,87,0,0,0,87,0,3,0,2,0,0,71,0,16,0,0,0,0,0,87,0,0,0,32,0,9,0,39,0,7,0,87,0,43,1,2,0,13,0,28,0,0,0,0,0,0,0, ,0,0,1,0,87,0,0,0,0,0,3,0,0,0, ,0,0,4,0,0,0,4,0,0,0,11,0,30,0,27,0,26,93,0,87,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.81002E+20,181002002,18,ALLEN COUNTY,ALLEN COUNTY DETENTION CENTER,9,5.5377,87,0,0,0,87,0,0,0,1,3,0,58,0,29,0,0,0,0,0,87,0,0,0,49,0,25,0,9,1,4,1,87,0,79,0,7,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,87,0,0,0,0,0,0,0,0,0, ,0,0,66,0,0,0,0,0,0,0,66,0,10,0,3,0,16,90,0,80,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.31039E+20,431039039,43,HENDERSON COUNTY,HENDERSON COUNTY JAIL,9,5.5377,87,0,0,0,87,0,0,0,2,0,0,65,1,22,0,0,0,0,0,87,0,0,0,43,0,22,0,22,0,0,0,87,0,59,1,24,1,4,1,0,1,0,1,0,1,0,1, ,0,1,0,1,87,0,0,0,0,0,0,9,0,0, ,0,0,4,0,0,0,1,0,0,0,5,0,0,9,0,9,29,100,0,80,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.42057E+20,442057013,44,GRAND PRAIRIE CITY,GRAND PRAIRIE CITY JAIL,9,5.5377,87,0,0,0,87,0,0,9,2,0,0,65,0,22,0,0,0,0,0,87,0,0,0,0,0,0,0,65,0,22,0,87,0,30,1,24,1,33,1,0,9,0,9,0,9,0,9, ,0,9,0,9,87,0,0,9,0,9,0,9,0,9, ,0,9,0,9,0,9,0,9,0,9,0,9,173,0,166,0,0,0,9,91,1,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0101E+20,501010010,50,CLARK COUNTY,CLARK COUNTY JAIL,4,7.5625,87,0,0,0,87,0,0,9,2,0,0,79,1,7,0,1,0,0,0,87,0,1,0,40,0,2,0,40,0,5,0,87,0,67,0,3,0,12,0,4,0,1,0,0,0,0,0, ,0,0,0,0,87,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,29,0,0,0,29,0,31,0,27,0,18,94,0,91,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.11051E+20,111051051,11,EFFINGHAM COUNTY,EFFINGHAM COUNTY JAIL,7,1.4136,88,0,0,0,88,0,2,0,1,4,0,73,0,14,0,1,0,0,0,88,0,1,0,31,0,10,0,43,0,4,0,88,0,45,1,41,0,2,0,0,0,0,0,0,0,0,0, ,0,0,0,0,88,0,0,0,0,0,0,0,0,0, ,0,0,31,0,0,0,0,0,0,0,31,0,49,0,37,0,28,89,0,79,1,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.11072E+20,111072072,11,HARRIS COUNTY,HARRIS COUNTY JAIL,8,2.7519,88,0,1,0,89,0,0,0,1,4,0,80,0,7,0,1,0,0,0,88,0,1,0,18,0,2,0,63,0,5,0,88,0,41,0,45,0,2,0,0,0,0,0,0,0,0,0, ,0,0,0,0,88,0,0,0,0,0,0,0,0,0, ,0,0,3,0,2,0,19,0,0,0,24,0,35,0,25,1,24,92,0,84,1,108,1,1,0,0,0,0,0,0,0,0,0,0,8,0,8, ,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
4.51005E+20,451005005,45,DAGGETT COUNTY,DAGGETT COUNTY JAIL,9,5.5377,88,0,0,0,88,0,0,0,2,0,0,76,0,12,0,0,0,0,0,88,0,0,0,76,0,12,0,0,0,0,0,88,0,65,1,4,1,15,1,1,1,0,1,3,1,0,1, ,0,1,0,1,88,0,12,0,3,0,0,0,0,0, ,0,0,73,0,0,0,0,0,0,0,88,0,3,0,4,0,11,91,0,82,1,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.98002E+20,391002002,39,ALLEGHENY COUNTY,PROGRAM FOR FEMALE OFFENDERS & ACTA,1,1,89,0,0,0,89,0,0,0,2,0,0,49,0,40,0,0,0,0,0,89,0,0,0,43,0,40,0,6,0,0,0,89,0,62,0,25,0,0,0,0,0,0,0,0,0,2,0, ,0,0,0,0,89,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,19,90,0,89,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.31072E+20,231072072,23,ROSCOMMON COUNTY,ROSCOMMON COUNTY JAIL,9,5.5377,90,0,0,0,90,0,0,0,2,0,0,74,0,9,0,4,0,3,0,90,0,7,0,49,0,9,0,29,0,3,0,90,0,87,0,3,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,90,0,0,0,0,0,1,0,0,0, ,0,0,2,0,0,0,0,0,0,0,3,0,42,0,36,0,1,98,0,84,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.51045E+20,351045045,35,STARK COUNTY,SOUTHWEST MULTI-CO REGIONAL CORR  FACILITY,12,1,90,0,1,0,91,0,0,0,1,1,1,81,0,0,0,9,0,0,0,90,0,0,0,60,0,0,0,30,0,0,0,90,0,47,0,2,0,1,0,39,0,0,0,0,0,1,0, ,0,0,0,0,90,0,0,0,31,0,0,0,0,0, ,0,0,57,0,1,0,0,0,0,0,89,0,30,0,34,0,23,99,0,90,1,117,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0, ,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
1.2035E+19,12035004,1,DOTHAN CITY,DOTHAN CITY JAIL,9,5.5377,91,0,0,0,91,0,0,0,1,8,0,79,1,12,1,0,1,0,1,91,0,0,0,51,1,8,1,28,1,4,1,91,0,22,0,67,0,2,0,0,0,0,0,0,0,0,0, ,0,0,0,0,91,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,84,0,74,0,24,98,1,80,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.61006E+20,361006006,36,AUGLAIZE COUNTY,AUGLAIZE COUNTY JAIL,9,5.5377,91,0,0,0,91,0,0,0,2,0,0,73,0,18,0,0,0,0,0,91,0,0,0,57,0,13,0,16,0,5,0,91,0,82,0,7,0,1,0,0,0,1,0,0,0,0,0, ,0,0,0,0,91,0,0,0,0,0,0,0,0,0, ,0,0,1,0,0,0,1,0,0,0,2,0,26,0,18,0,29,91,0,82,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
